INDEX,DATE,YEAR,MONTH,ACP1,ACP2,ACP3,ACP4,ACP5,ACP6,ACP7,ACP8,ACP9,ACP10,ACP11,ACP12,ACP13,ACP14,ACP15,ACP16,ACP17,ACP18,ACP19,ACP20,ACP21,ACP22,ACP23,ACP24,ACP25
79,199807,1998,07,12147.17581,2787.298387,8840.733871,4375,3407.258065,1123.991935,4863.912903,987.9032258,4722.782258,5141.130645,3780.245161,2817.540323,9380.040323,1416.330645,2555.443548,2021.169355,1406.25,6794.351613,2011.08871,1708.669355,4223.790323,10312.50323,4455.646774,1244.959677,2247.983871
80,199808,1998,08,35802.08667,2015.625,10411.465,7489.588333,4447.915,5812.496667,5437.501667,3364.585,19317.70667,6776.036667,1953.125,1625,9885.415,119.7916667,276.0416667,463.5416667,2828.123333,6015.625,4114.583333,2833.333333,4317.708333,10682.295,7708.333333,4046.875,4447.918333
81,199809,1998,09,16739.58833,723.9583333,13359.38167,8515.631667,3875,4145.831667,5718.75,1843.75,18671.875,7468.746667,3942.706667,3119.79,10755.20833,968.75,3546.875,796.875,4718.748333,6864.581667,1119.791667,703.125,4046.875,6791.661667,5328.128333,3885.416667,5239.585
82,199810,1998,10,17948.58065,8049.396774,12605.85161,10211.69839,4143.145161,5055.441935,6043.346774,9122.980645,22263.10484,7026.206452,7268.148387,3099.798387,17424.40323,987.9032258,6134.069355,1265.120968,544.3548387,6794.354839,4319.556452,4027.217742,8135.079032,24153.21129,11789.31129,9102.819355,2646.169355
83,199811,1998,11,8733.853448,11320.05,13049.56552,6815.731034,7020.472414,6244.615517,11099.14483,9024.784483,6298.493103,9073.286207,17112.06207,1379.310345,24234.91724,2031.25,3863.144828,8464.436207,18949.36207,7990.298276,3787.715517,5377.155172,9520.475862,16379.30172,7246.767241,8383.622414,2957.974138
84,199812,1998,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,199901,1999,01,86.20689655,32.32758621,0,0,9121.777586,490.3017241,549.5672414,3604.525862,959.0517241,0,0,0,0,32.32758621,220.9051724,0,18663.79828,2478.448276,0,0,0,10.77586207,3254.313793,3383.62069,0
86,199902,1999,02,1384.698276,0,0,0,1336.206897,301.7241379,457.9758621,0,0,96.98275862,0,0,0,16.1637931,0,0,23313.56207,0,0,344.8275862,0,43.10344828,0,0,0
87,199903,1999,03,14178.43065,3790.322581,1547.379032,0,70.56451613,413.3064516,3382.056452,473.7903226,1224.8,1310.482258,1421.370968,2091.737097,3205.646774,0,0,0,4480.85,90.72580645,403.2258065,1713.709677,3513.106452,6910.285484,6562.504839,3326.614516,3523.18871
88,199904,1999,04,30302.06333,1427.083333,10895.84,3473.958333,984.375,6572.921667,8458.336667,2000,10755.20167,7687.505,6250.006667,6989.583333,13182.28833,2281.251667,3057.288333,614.5833333,1864.583333,177.0833333,822.9166667,1359.375,4515.623333,13177.08333,6354.163333,2572.916667,3406.248333
89,199905,1999,05,18104.84194,1557.459677,7379.033871,5493.948387,2963.708065,8422.382258,10761.0871,2832.66129,5433.466129,4989.920968,3755.041935,4778.225806,7711.695161,1814.516129,6542.33871,3462.701613,1068.548387,1955.645161,2726.814516,1421.370968,2626.008065,7686.495161,5700.606452,1930.443548,2253.024194
90,199906,1999,06,15020.83167,1161.458333,13010.42,10942.70667,6473.956667,9135.416667,7161.463333,2666.666667,14416.66833,9135.413333,9692.708333,2307.291667,15552.08167,781.25,5531.25,6552.076667,1098.958333,3322.916667,3067.708333,1442.708333,1260.416667,11661.45833,7989.581667,3166.666667,4385.415
91,199907,1999,07,11224.80484,2535.282258,7666.325806,6653.225806,307.4596774,3497.982258,4082.66129,211.6935484,13629.02581,6113.912903,4259.074194,2691.532258,10231.85323,3790.319355,3644.15,2121.975806,549.3951613,5791.333871,1386.08871,413.3064516,1628.024194,8906.246774,5756.046774,2399.193548,6290.324194
92,199908,1999,08,10786.28387,1648.185484,3361.895161,9425.404839,2706.653226,3991.935484,5231.854839,902.2177419,10519.15323,6502.014516,5403.220968,3331.653226,12666.32742,3563.506452,2091.733871,1955.645161,3291.329032,4606.858065,1008.064516,700.6048387,625,6844.756452,3190.519355,1426.41129,2011.08871
93,199909,1999,09,21562.50167,1859.375,6223.958333,4781.25,1244.791667,5276.04,4062.5,921.875,14458.34667,7843.758333,7317.708333,1979.166667,14296.88167,484.375,1458.333333,1031.25,6614.581667,3031.251667,703.125,369.7916667,687.5,7213.538333,3604.166667,1828.123333,2239.583333
94,199910,1999,10,30488.9129,6572.575806,6204.641935,5594.756452,2454.637097,10151.20484,4143.146774,3558.464516,11794.35645,6985.880645,5342.743548,3361.895161,16265.11935,1330.645161,7852.819355,1572.580645,4591.735484,4692.545161,625,126.0080645,126.0080645,7056.45,2782.258065,1854.83871,1678.427419
95,199911,1999,11,3173.078846,8335.334615,60.09615385,2025.240385,3557.692308,9368.992308,5721.151923,4453.123077,11364.18846,10907.44423,13106.97308,3377.405769,16868.99231,703.125,6256.011538,8924.282692,6394.236538,9675.482692,5913.461538,2668.269231,919.4711538,12061.30192,5937.494231,1850.961538,4975.957692
96,199912,1999,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,200001,2000,01,0,30.24193548,0,0,1013.106452,0,0,0,10.08064516,0,0,257.0564516,0,5.040322581,156.25,20.16129032,20630.04355,6083.672581,0,0,453.6290323,75.60483871,0,0,0
98,200002,2000,02,0,21.55172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16950.42414,5.387931034,0,0,113.1465517,0,0,0,0
99,200003,2000,03,10952.61935,5670.364516,882.0564516,0,5.040322581,20.16129032,0,40.32258065,0,1426.412903,640.1209677,3044.353226,5367.940323,2449.596774,1416.330645,1224.798387,7147.167742,10.08064516,95.76612903,236.8951613,80.64516129,1975.809677,2409.274194,877.016129,6290.317742
100,200004,2000,04,19403.93148,5549.77037,10804.4,3310.190741,5127.318519,5989.585185,9560.194444,2853.009259,1035.877778,7511.57963,4456.022222,3906.25,18240.74259,4351.85,7146.998148,5648.151852,3680.555556,474.537037,2008.101852,1359.953704,1290.509259,11197.91667,6388.887037,4270.833333,5555.559259
101,200005,2000,05,16743.95,2968.75,10317.54194,11471.77258,3659.274194,6890.130645,7021.166129,1743.951613,10861.89355,3860.88871,1456.653226,5347.782258,10010.08387,3976.81129,4072.579032,2182.459677,2631.046774,4158.266129,3800.403226,3180.443548,1759.072581,15846.78548,7343.753226,2353.830645,3432.459677
102,200006,2000,06,5968.75,1890.625,8208.333333,7046.876667,5536.46,4687.503333,8520.83,1687.5,20463.53833,7447.918333,7734.38,4098.958333,10416.66333,3989.583333,4572.918333,3567.708333,1708.333333,5630.21,2296.875,2869.791667,2796.875,12968.75,7374.998333,1968.75,1015.625
103,200007,2000,07,17409.26935,4632.051613,6345.764516,6466.729032,2232.862903,2973.790323,7716.735484,201.6129032,14309.47742,5957.66129,5287.303226,4405.241935,9793.351613,745.9677419,3059.475806,4697.582258,4163.304839,1854.837097,3704.637097,1728.830645,231.8548387,9087.698387,5408.270968,2106.854839,1708.669355
104,200008,2000,08,12731.86129,2333.669355,7656.254839,5090.729032,2459.677419,3805.440323,5756.045161,4022.177419,10584.68226,7232.859677,7081.654839,4415.322581,14450.60484,75.60483871,1350.806452,2404.233871,4490.929032,3941.533871,2011.08871,826.6129032,5.040322581,7106.856452,7081.653226,2086.693548,5226.81129
105,200009,2000,09,6619.793333,2484.375,5718.756667,9562.501667,5526.038333,6859.376667,3869.791667,937.5,11234.37167,8635.42,11124.99167,5468.75,12625.00667,442.7083333,2020.833333,1135.416667,6234.378333,2848.955,880.2083333,265.625,26.04166667,4421.873333,3093.751667,2468.75,2208.335
106,200010,2000,10,4576.61129,3291.330645,6330.65,4914.314516,821.5725806,5877.01129,3891.129032,967.7403226,15085.68226,3089.719355,5186.495161,5206.653226,20937.5,851.8145161,2001.008065,3911.290323,1789.314516,4334.674194,1804.435484,882.0564516,1365.927419,14133.07258,2832.66129,1486.895161,3256.048387
107,200011,2000,11,10151.04333,5385.416667,1927.083333,4124.998333,4697.916667,2317.705,5000,604.1666667,21411.45,6161.46,11359.37167,5192.71,18895.835,4161.456667,4015.626667,2156.25,20302.07833,8036.45,2416.666667,1635.416667,796.875,10114.585,6260.415,2906.25,6130.203333
108,200012,2000,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,200101,2001,01,0,20.16129032,50.40322581,10.08064516,5252.017742,0,4571.569355,262.0967742,3261.090323,0,0,0,0,5.040322581,685.483871,5.040322581,6602.830645,6239.919355,0,0,0,18371.98065,4707.664516,3563.508065,0
110,200102,2001,02,0,80.81896552,0,5.387931034,646.5517241,5.387931034,0,37.71551724,0,0,0,0,0,0,0,5.387931034,3636.855172,5.387931034,0,0,0,32764.00172,2036.641379,1977.375862,0
111,200103,2001,03,19203.63065,6194.551613,5660.285484,0,0,0,579.6370968,100.8064516,1668.345161,342.7419355,514.1145161,0,0,0,0,201.6129032,7752.016129,0,2111.895161,3427.419355,3785.282258,9264.104839,5226.812903,6144.148387,7711.696774
112,200104,2001,04,21380.20333,3666.666667,10432.29167,3083.331667,677.0833333,161.4583333,2807.291667,578.125,7255.201667,5770.83,3739.581667,6859.373333,11729.16833,0,1151.041667,3578.125,11062.49667,4526.045,2187.5,1796.875,1598.958333,14083.32833,2687.501667,2338.541667,2411.458333
113,200105,2001,05,20413.30806,6602.819355,12691.52903,7777.219355,4611.896774,4818.551613,4148.185484,1824.596774,15030.25323,9067.545161,6925.398387,6834.677419,12157.25968,1265.120968,6441.532258,5559.475806,2197.579032,2303.425806,3004.032258,2303.427419,2283.266129,11436.48871,4758.066129,1920.362903,2142.137097
114,200106,2001,06,25015.625,3484.375,12937.505,9322.915,4729.166667,4057.29,5906.248333,1791.665,13083.33333,7359.373333,4656.246667,4697.916667,11265.635,1734.375,3182.291667,1541.666667,7161.455,5895.835,2276.041667,1963.541667,1052.083333,15468.75167,6250.005,3598.956667,1937.5
115,200107,2001,07,12927.08167,3802.083333,12505.21167,5828.126667,3125,7104.168333,5677.085,906.25,12135.415,6072.91,15833.33167,4380.208333,16036.45,1083.333333,307.2916667,1630.208333,5499.995,2609.375,203.125,385.4166667,536.4583333,7265.623333,3270.833333,1604.166667,1463.541667
116,200108,2001,08,4682.46129,1164.314516,13503.02419,6804.440323,2449.596774,2983.869355,3558.467742,383.0645161,9747.985484,6204.637097,7399.187097,2147.177419,11063.50806,246.9758065,861.8951613,1864.919355,2227.820968,5075.608065,997.983871,952.6209677,1688.508065,3306.453226,1658.266129,292.3387097,327.6209677
117,200109,2001,09,27677.07333,3963.541667,12682.29667,7713.543333,3463.541667,4005.206667,6739.581667,3583.333333,23781.25167,7166.666667,6359.38,3625,11125.00333,1338.541667,1739.583333,718.75,1520.833333,3338.543333,1359.375,2098.958333,3708.333333,11067.705,5328.121667,2578.125,557.2916667
118,200110,2001,10,22872.97903,12132.05161,13220.77419,6849.795161,3054.432258,5599.798387,7142.13871,5882.056452,17454.63387,6607.866129,9808.477419,5257.053226,27177.43387,1209.677419,1139.112903,1063.508065,1063.508065,6537.295161,3301.41129,3770.16129,9621.975806,14783.27258,5055.443548,3145.16129,2867.943548
119,200111,2001,11,29988.42593,5711.807407,1064.814815,7413.192593,2500,7031.251852,6724.540741,3848.37963,18900.45556,13234.95556,29334.48889,4004.62963,20219.90185,5792.825926,8252.312963,2280.092593,7725.694444,8790.511111,7795.138889,8055.555556,15034.68148,30312.5037,13391.21481,8298.611111,4322.918519
120,200112,2001,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,200201,2002,01,0,5.040322581,5.040322581,0,0,0,0,0,20.16129032,0,75.60483871,1547.377419,0,0,0,0,19899.18387,216.733871,25.2016129,0,0,0,0,0,0
122,200202,2002,02,0,16.1637931,32.32758621,0,0,0,0,5.387931034,0,5.387931034,5.387931034,10.77586207,0,0,0,0,9531.25,0,0,0,0,107.7586207,10.77586207,0,0
123,200203,2002,03,2453.12,2869.795,0,0,5.208333333,0,0,0,0,0,145.8333333,822.9166667,3234.375,0,0,0,1343.75,0,177.0833333,692.7083333,1770.833333,2166.666667,1062.498333,500,2640.625
124,200204,2002,04,13335.13103,7262.927586,3539.87069,1589.437931,1115.298276,371.7672414,899.7862069,1605.601724,53.87931034,6551.722414,7726.293103,5000,16616.38621,1212.284483,3873.924138,3238.146552,96.98275862,1616.37931,382.5431034,1654.094828,4310.343103,12758.62414,8432.113793,3539.87069,4585.131034
125,200205,2002,05,22852.81935,2162.298387,13387.1,7454.637097,8946.562903,7096.770968,9183.469355,8941.53871,18800.40806,9148.196774,5151.208065,3447.580645,12610.88548,1103.830645,7379.032258,5020.16129,2217.741935,5398.182258,2263.1,861.8951613,2530.243548,11270.1629,4385.079032,2086.693548,4828.630645
126,200206,2002,06,8135.416667,1901.041667,8437.503333,5671.875,6432.291667,6718.748333,8609.375,3932.291667,13489.58167,7364.581667,4057.293333,3541.666667,13276.03167,1505.208333,4843.75,2161.458333,1958.333333,3885.416667,2213.541667,1906.25,2437.501667,11723.955,6145.833333,578.125,2005.208333
127,200207,2002,07,8704.637097,2046.370968,10781.24677,10549.39355,4551.41129,8704.633871,6169.356452,2752.016129,17948.59032,6905.240323,7762.093548,5257.056452,13961.69194,1234.879032,2948.58871,2676.41129,241.9354839,5131.046774,2484.879032,2938.508065,2373.991935,17494.96129,1980.846774,327.6209677,962.7016129
128,200208,2002,08,5584.675806,1502.016129,8452.617742,4516.129032,2913.306452,3523.185484,5317.540323,806.4516129,7862.901613,4647.174194,3800.403226,3089.717742,7394.151613,2202.620968,3261.090323,1103.830645,2550.401613,1754.030645,846.7741935,670.3629032,937.5,7162.290323,2439.514516,2217.743548,877.016129
129,200209,2002,09,10171.87333,1114.583333,6046.87,9885.418333,3406.25,3437.501667,8265.625,1046.875,21020.82833,7786.461667,11875.005,3895.831667,12255.21167,354.1666667,1739.583333,3442.708333,4187.5,776.0416667,1406.25,916.6666667,1947.916667,5765.621667,5479.171667,2916.666667,2864.583333
130,200210,2002,10,8906.248387,786.2903226,8820.564516,7313.498387,897.1774194,2550.403226,6875,40.32258065,34183.46613,8780.245161,9818.55,3311.491935,15670.36129,1295.362903,2746.975806,6885.074194,6829.637097,7001.003226,539.3145161,912.2983871,2757.056452,12494.95968,4511.08871,1910.283871,2525.201613
131,200211,2002,11,16826.51207,3399.784483,1239.224138,11287.71207,4224.137931,9294.174138,4876.081034,2672.413793,9579.739655,5393.32069,13410.5569,3658.405172,10463.36034,7235.989655,6508.624138,11718.74828,14919.18276,13238.15,344.8275862,237.0689655,2403.017241,4956.9,12349.13966,6971.97931,4137.932759
132,200212,2002,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,200301,2003,01,1129.032258,6834.677419,5.040322581,5.040322581,1350.804839,0,0,45.36290323,30.24193548,0,0,0,15.12096774,836.6935484,25.2016129,0,34576.61774,5614.919355,0,0,0,5.040322581,85.68548387,0,3800.403226
134,200302,2003,02,2823.274138,7586.210345,0,0,0,0,0,177.8017241,0,10.77586207,0,0,0,156.25,5.387931034,0,64234.92931,253.2327586,0,0,0,0,5.387931034,0,0
135,200303,2003,03,20619.97419,6693.543548,1844.759677,0,0,0,0,110.8870968,20.16129032,0,0,0,0,0,357.8629032,292.3387097,10433.46613,0,15.12096774,388.1048387,1829.637097,95.76612903,5.040322581,50.40322581,3533.266129
136,200304,2003,04,9187.498333,2656.25,8406.255,1072.918333,625,869.7916667,4036.458333,2197.916667,1614.583333,3411.458333,1630.208333,6322.921667,9036.458333,140.625,1932.291667,4395.833333,9244.791667,229.1666667,1151.041667,1911.458333,4364.586667,5010.416667,2177.085,671.875,1984.375
137,200305,2003,05,26602.81774,2636.08871,19304.4371,7752.014516,2439.516129,3508.062903,7762.091935,3931.45,18240.92903,10095.77097,6834.682258,7001.009677,9122.983871,2147.177419,7646.164516,3074.596774,8286.290323,4440.522581,1708.669355,1491.935484,2318.548387,13487.89839,7328.627419,2590.725806,5025.201613
138,200306,2003,06,19317.71,2218.75,15010.41,6156.255,5328.123333,5411.456667,10026.03833,2130.208333,18171.87333,6369.793333,5947.92,2614.583333,9385.416667,2468.75,6010.418333,3135.415,8588.541667,5515.621667,1682.291667,1218.75,151.0416667,16500.00167,10328.12,2927.083333,2666.666667
139,200307,2003,07,22736.9,2898.185484,9863.917742,5236.898387,4919.356452,8578.627419,7026.21129,2232.862903,14218.75,8135.085484,14309.47903,3578.629032,9435.485484,1854.83871,1446.572581,483.8709677,433.4677419,7071.569355,1381.048387,1436.491935,40.32258065,17192.53387,9032.26129,4102.822581,2076.612903
140,200308,2003,08,8437.5,1975.806452,7555.43871,5534.274194,5161.290323,3538.306452,7726.814516,2162.298387,8457.66129,4964.719355,6784.279032,2903.225806,12888.10161,771.1693548,1441.532258,1446.572581,3780.240323,4430.441935,1491.935484,2041.330645,115.9274194,8805.45,625,126.0080645,463.7096774
141,200309,2003,09,14156.24333,1364.583333,12359.38,10145.83,5385.416667,4114.583333,9343.755,1880.208333,15911.455,7848.956667,5723.96,2098.958333,15744.79,869.7916667,5442.71,1484.375,4859.375,3281.246667,1520.833333,1416.666667,177.0833333,11364.59333,2750.001667,1020.833333,1942.708333
142,200310,2003,10,16038.30323,5519.156452,15468.74516,9112.896774,3301.41129,6471.770968,7308.467742,90.72580645,14248.98387,8704.633871,11129.02581,3896.169355,21512.1,1980.846774,6880.032258,5312.496774,2318.548387,6184.477419,3145.16129,1260.080645,70.56451613,9601.816129,569.5564516,1199.596774,1154.233871
143,200311,2003,11,35269.4,1702.586207,6810.348276,5625,8442.887931,818.9655172,4628.22931,3001.07931,3814.653448,8863.15,18679.95517,7386.853448,29779.08621,1174.568966,2613.148276,4644.398276,808.1896552,14665.94138,5533.403448,5204.741379,748.9224138,9687.496552,5274.784483,5759.703448,11244.60862
144,200312,2003,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,200401,2004,01,10.08064516,40.32258065,0,0,524.1935484,257.0564516,2001.014516,806.4516129,45.36290323,5.040322581,0,0,0,45.36290323,1199.596774,70.56451613,8719.758065,1189.516129,6224.798387,9133.064516,2409.274194,1421.370968,11204.63871,8240.932258,25.2016129
146,200402,2004,02,0,0,0,0,5.387931034,0,0,113.1465517,37.71551724,0,0,0,0,0,0,0,1643.318966,0,4251.077586,7106.681034,1923.491379,2882.543103,0,0,0
147,200403,2004,03,13618.95645,5509.070968,514.1145161,20.16129032,0,5.040322581,5.040322581,196.5725806,166.3306452,423.3870968,614.9193548,347.7806452,403.2274194,0,0,0,2570.564516,0,2036.290323,4375,1093.75,8613.903226,3311.490323,2525.201613,3422.380645
148,200404,2004,04,13588.55167,5197.916667,7312.498333,1625,614.5833333,260.4166667,2088.54,442.7083333,6083.333333,6973.956667,4546.873333,7604.163333,20510.41333,1005.208333,843.75,1479.165,500,1260.416667,281.25,1218.75,78.125,6843.75,7635.416667,3822.916667,1703.125
149,200405,2004,05,16083.66129,3674.393548,10151.20968,4808.466129,3750,3165.320968,8623.991935,2590.725806,19904.23548,10302.42742,8830.646774,4375,8810.487097,5685.482258,7510.085484,3225.808065,2066.532258,9420.359677,1391.129032,882.0564516,0,8755.040323,3508.064516,942.5403226,1113.91129
150,200406,2004,06,24171.88,5234.376667,11817.71333,6380.211667,3749.998333,6078.13,8333.331667,2427.083333,10744.79333,3614.583333,1953.125,4328.125,6958.328333,953.125,2822.916667,3828.123333,895.8333333,1828.125,427.0833333,171.875,0,8567.706667,2416.668333,1072.916667,1156.25
151,200407,2004,07,6804.433871,1214.717742,9989.916129,5877.012903,3961.693548,3719.758065,5599.796774,2641.129032,6260.075806,4606.854839,1960.685484,2207.66129,5408.266129,549.3951613,2913.309677,3135.080645,685.483871,922.3790323,408.266129,171.3709677,0,5821.577419,312.5,564.516129,1033.266129
152,200408,2004,08,22379.03548,3004.035484,5055.445161,7721.769355,5252.016129,2852.822581,5947.580645,3780.241935,10529.23226,6708.670968,2318.548387,1381.048387,9349.8,1199.596774,2177.419355,6053.432258,761.0887097,2646.169355,882.0564516,337.7016129,45.36290323,6149.190323,861.8951613,609.8790323,423.3870968
153,200409,2004,09,9921.873333,1843.75,6177.085,6072.916667,4531.25,3578.123333,5692.708333,6953.126667,17708.325,5380.208333,3328.126667,3276.041667,12026.04333,4463.54,11322.91333,6005.206667,588.5416667,5682.291667,1916.666667,1739.583333,552.0833333,11281.255,1385.416667,1317.708333,968.75
154,200410,2004,10,19260.41,9453.128333,12947.90833,10473.96,5140.625,4822.915,8859.381667,7484.366667,24177.085,8593.743333,13369.78167,4578.125,20697.91833,3895.833333,10244.79333,8843.748333,645.8333333,5187.493333,3421.875,4031.25,1088.541667,19994.79167,4473.961667,2250,6078.123333
155,200411,2004,11,21572.91167,7588.543333,4473.961667,4401.041667,3192.703333,1166.666667,2500,6442.713333,6437.5,5276.045,8281.25,1208.333333,20973.95833,13671.87833,6182.291667,5192.71,765.625,6869.791667,4161.458333,3963.541667,1958.333333,24281.24,5906.246667,3307.291667,4249.998333
156,200412,2004,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
